URL;Title;Meta-Description
"https://www.heise.de/ratgeber/Data-Science-fuer-Einsteiger-Mit-einem-Datensatz-Vorhersagen-treffen-10200908.html";"Data Science für Einsteiger: Mit einem Datensatz Vorhersagen treffen | heise online";"In Handys, Smartwatches und Unternehmen schlummern Daten. Mit Python gewinnen Sie informative Vorhersagen aus dem Datenschatz. Wir schaffen einen Einstieg."
"https://www.heise.de/ratgeber/Gegen-Feuchtigkeit-und-Schimmel-Elektrische-Luftentfeuchter-im-Test-10019764.html";"Gegen Feuchtigkeit und Schimmel: Elektrische Luftentfeuchter im Test | heise online";"Gerade im Winter droht bei feuchter Luft Schimmelgefahr. Wir erklären, wann Luftentfeuchter wirklich helfen und wie sie ins Smart Home integriert werden."
"https://www.heise.de/ratgeber/Auswandern-Als-ITler-in-den-USA-arbeiten-10192706.html";"Auswandern: Als ITler in den USA arbeiten  | heise online";"Der amerikanische IT-Arbeitsmarkt lockt mit hohen Gehältern. Wir erklären, wie ITler auswandern können – und was sie verdienen."
"https://www.heise.de/ratgeber/Waermewende-und-Heiztechnik-Das-muessen-Sie-jetzt-wissen-9573822.html";"Wärmewende und Heiztechnik: Das müssen Sie jetzt wissen | heise online";"Die Diskussionen über die Zukunft des Heizens verlaufen hitzig. Da verliert man schnell den Durchblick. Nicht mit uns. "
"https://www.heise.de/tests/Sechs-ueberbreite-Displays-von-34-bis-49-Zoll-im-Test-10223264.html";"Sechs überbreite Displays von 34 bis 49 Zoll im Test | heise online";"Widescreen-Monitore mit USB-C-Anschluss, Hub und LAN-Buchse lassen sich mit Programmfenstern vollpflastern und holen Spielewelten beeindruckend auf den Schirm. "
"https://www.heise.de/ratgeber/KNX-Smart-Home-mit-der-ETS-programmieren-10243498.html";"KNX: Smart Home mit der ETS programmieren | heise online";"Das Smart-Home-System KNX wird meist von Fachfirmen eingerichtet. Mit etwas Einarbeitung gelingt auch Einsteigern die Arbeit mit der Software ETS."
"https://www.heise.de/tests/Drei-Laufbaender-fuer-den-Stehschreibtisch-im-Test-10029176.html";"Drei Laufbänder für den Stehschreibtisch im Test | heise online";"Walkingpads versprechen Bewegung im Büro. Wir haben günstige Geräte ausprobiert und testen, ob man auch im Gehen noch produktiv arbeiten kann."
"https://www.heise.de/ratgeber/Effiziente-Heizungssteuerung-mit-Homematic-IP-und-Raspi-10198566.html";"Effiziente Heizungssteuerung mit Homematic IP und Raspi | heise online";"Wir erklären, wie Sie mit Homematic-IP-Komponenten und RaspberryMatic auf dem Raspi trotz aller Komplexität Ihr Heim vernetzen, um Heizkosten zu sparen."
"https://www.heise.de/ratgeber/Gebrauchte-Elektroautos-bis-20-000-Euro-Sieben-Modelle-im-Vergleich-10230068.html";"Gebrauchte Elektroautos bis 20.000 Euro: Sieben Modelle im Vergleich | heise autos";"Der Markt für gebrauchte Elektroautos wächst – und mit ihm die Erfahrung, wo die Schwachpunkte einzelner Modelle liegen. Wir zeigen, was Sie erwarten können."
"https://www.heise.de/ratgeber/Von-Neo-Bank-bis-Filialbank-Kosten-fuer-Girokonten-im-Vergleich-10230242.html";"Von Neo-Bank bis Filialbank: Kosten für Girokonten im Vergleich | heise online";"Die Kosten eines Girokontos setzen sich aus zahlreichen Punkten wie Grund- und Transaktionsgebühren zusammen. Zehn Beispiele zeigen, womit Sie rechnen sollten."
"https://www.heise.de/tests/Abgezaehlt-und-ausgemessen-Apps-zum-Kalorienzaehlen-im-Test-9690156.html";"Abgezählt und ausgemessen: Sechs Apps zum Kalorienzählen im Test | heise online";"Die Apps sollen dabei helfen, die eigene Ernährung zu protokollieren – das ist nicht nur zum Abnehmen interessant. Wir haben getestet, wie gut das funktioniert."
"https://www.heise.de/hintergrund/Porno-Games-Ein-Blick-hinter-die-Kulissen-der-Branche-10019828.html";"Porno-Games: Ein Blick hinter die Kulissen der Branche | heise online";"Der Entwickler eines Adult Game erzählt, wie viel er mit Spielen für Erwachsene verdient – und wieso er es in Deutschland nicht verkaufen kann."
"https://www.heise.de/tests/Vier-Notiztablets-mit-farbigem-E-Ink-Bildschirm-und-Stift-im-Test-10226154.html";"Vier Notiztablets mit farbigem E-Ink-Bildschirm und Stift im Test | heise online";"Lesen, schreiben, markieren: Tablets mit E-Ink-Bildschirmen eignen sich hervorragend zum augenschonenden Arbeiten und meistern mehr Aufgaben als je zuvor. "
"https://www.heise.de/hintergrund/Zukunft-fuer-IT-Freelancer-Herausforderungen-und-Chancen-im-Jahr-2025-10246761.html";"Zukunft für IT-Freelancer: Herausforderungen und Chancen im Jahr 2025 | heise online";"Was bringt 2025 für Selbstständige? freelance.de-CEO Robin Gollbach im Interview über schwierige Projektakquise und seine Hoffnung für die Bundestagswahl."
"https://www.heise.de/tests/Elektroauto-Ford-Explorer-im-Test-Besser-als-das-Original-10224812.html";"Elektroauto Ford Explorer im Test: Besser als das Original? | heise autos";"Ford nutzt für die E-Autos Capri und Explorer die Plattform von VW. Eine gute Idee, wie dieser Test zeigt. Dennoch wird das E-SUV einen schweren Stand haben."
"https://www.heise.de/ratgeber/Was-es-mit-dem-neuen-Outlook-auf-sich-hat-10232673.html";"Was es mit dem neuen Outlook auf sich hat | heise online";"Das von Microsoft beworbene "neue Outlook" führt zu Irritationen. Funktionen fehlen, der Datenschutz ist fragwürdig. Trotzdem umsteigen oder Finger weg?"
"https://www.heise.de/news/Facelift-Tesla-Model-Y-Juniper-Bekannte-Groesse-10235413.html";"Tesla Model Y Juniper enthüllt: Facelift behält den Blinkerhebel | heise autos";"Das überarbeitete Model Y ist in China bestellbar. Bis auf die Rückkehr eines Blinkerhebels scheint wenig neu. Den Antriebsstrang dürfte Tesla beibehalten."
"https://www.heise.de/hintergrund/DeepSeek-Blick-hinter-die-Kulissen-des-Reasoning-Modells-R1-10260703.html";"DeepSeek: Blick hinter die Kulissen des Reasoning-Modells R1 | heise online";"Das neue Modell DeepSeek R1 beeindruckt mit guter Leistung bei niedrigen Hardwarekosten. Wie arbeitet das Modell und was bedeutet es für die KI-Entwicklung?"
"https://www.heise.de/hintergrund/DeepSeek-in-der-Praxis-Analyse-Was-den-ChatGPT-Konkurrenten-besonders-macht-10262594.html";"DeepSeek in der Praxis-Analyse: Was den ChatGPT-Konkurrenten besonders macht | heise online";"Die China-KI von DeepSeek ist in aller Munde und sorgte für abstürzende US-Börsenkurse. Was DeepSeek-KI anders macht und ob es wirklich eine Zäsur darstellt."
"https://www.heise.de/news/Ladetarife-fuer-Elektroautos-im-Vergleich-7180518.html";"Ladetarife für Elektroautos im Vergleich | heise autos";"Die Preise an Ladesäulen unterscheiden sich enorm. Wer mit Gleichstrom lädt, zahlt unter Umständen 40 Cent/kWh mehr. Einige Fußnoten sollten Sie deshalb kennen."
"https://www.heise.de/ratgeber/Pornos-auf-der-VR-Brille-Apple-Vision-Pro-und-Meta-Quest-3-9854758.html";"Pornos auf der VR-Brille: Apple Vision Pro und Meta Quest 3 | heise online";"Sind VR-Pornos dank hochauflösender Brillen so lebensecht, dass sie gefährlich für zwischenmenschliche Beziehungen sind oder süchtig machen? Ein Realitätscheck."
"https://www.heise.de/tests/Vier-Tageslichtlampen-im-Vergleich-10214559.html";"Vier Tageslichtlampen im Test | heise online";"Kurze Tage, grauer Himmel, zu kalt zum Spazierengehen. Der Lichtmangel schlägt schnell auf das Gemüt. Tageslichtleuchten sollen dagegen helfen."
"https://www.heise.de/tests/Elektroauto-Kia-EV3-im-Test-Pragmatiker-fuer-die-breite-Masse-10223142.html";"Elektroauto Kia EV3 im Test: Pragmatiker für die breite Masse | heise autos";"Der Kia EV3 besticht durch die Normalität des Konzepts: Hier soll der europäische Durchschnittsmensch abgeholt werden. Das klappt nur fast überall."
"https://www.heise.de/ratgeber/Die-besten-VR-Brillen-fuer-den-Microsoft-Flight-Simulator-2024-9953200.html";"Die besten VR-Brillen für den "Microsoft Flight Simulator 2024" | heise online";"Mit einem VR-Headset wird ein Ausflug im "Flight Simulator 2024" noch eindrucksvoller. Wir vergleichen Quest 3, PSVR 2 und Pimax Crystal Light."
"https://www.heise.de/ratgeber/Lukrative-Nische-Als-COBOL-Entwickler-am-Grossrechner-der-Bank-arbeiten-10195225.html";"Lukrative Nische: Als COBOL-Entwickler am Großrechner der Bank arbeiten | heise online";"Banken betreiben nach wie vor Anwendungen in COBOL. Doch immer weniger Entwickler beherrschen die Sprache. Wir zeigen, ob sich das Nischenwissen bezahlt macht."
"https://www.heise.de/hintergrund/Wie-kuenstliche-Gravitation-funktionieren-koennte-10231190.html";"Wie künstliche Gravitation funktionieren könnte | heise online";"In vielen Science-Fiction-Stories gibt es einen magischen Schalter, der erdähnliche Gravitation erzeugt. Praktisch für Filme, aber wie realistisch ist das?"
"https://www.heise.de/ratgeber/Raspi-Privaten-Standortverlauf-mit-Dawarich-lokal-aufzeichnen-10235624.html";"Raspi: Privaten Standortverlauf mit Dawarich lokal aufzeichnen | heise online";"Mit einer Open-Source-Software speichert man einen persönlichen Standortverlauf auf einem eigenen Server. So bleiben die Daten privat und unter Kontrolle."
"https://www.heise.de/ratgeber/Linux-auf-alten-Macs-Installieren-Einrichten-Nutzen-10249303.html";"Linux auf alten Macs: Installieren, Einrichten, Nutzen | heise online";"Ältere Intel-Macs lassen sich offiziell nur mit veraltetem macOS betreiben – ohne Sicherheitsupdates. Mit Linux-Distributionen wie Ubuntu geht es heiter weiter."
"https://www.heise.de/tests/Python-Programmieren-lernen-mit-Browser-und-Steam-Spielen-10250509.html";"Python: Programmieren lernen mit Browser- und Steam-Spielen | heise online";"Die Syntax von Python ist leicht gelernt und schnell vergessen. Spiele helfen dabei, das Auswendiglernen aufzulockern. Wir zeigen, welche Spiele sich eignen."
"https://www.heise.de/ratgeber/PV-Strom-auf-Mehrdamilienhaeusern-umsetzen-Wie-Mieter-und-Vermieter-profitieren-9998894.html";"PV-Strom auf Mehrfamilienhäusern umsetzen: Wie Mieter und Vermieter profitieren | heise online";"Mit Balkonkraftwerken erzeugen auch Mieter ihren eigenen Sonnenstrom. Doch da geht noch mehr, wenn Vermieter neue Wege gehen und Netzbetreiber mitspielen."
"https://www.heise.de/ratgeber/Bauvorschlag-Leistungsfaehiger-High-End-PC-fuer-Gaming-und-Computing-10193446.html";"Bauvorschlag: Leistungsfähiger High-End-PC für Gaming und Computing | heise online";"Unser Ryzen-9000-PC tritt in drei Varianten an. Sie können ihn für 4K-Gaming, hohe Leistung mit vielen CPU-Kernen oder eine Kombination aus beidem bauen."
"https://www.heise.de/tests/Kalorienzaehlen-mit-KI-Foodvisor-im-Test-10195446.html";"Kalorienzählen mit KI: Foodvisor im Test | heise online";"Wer gezielt abnehmen will, kommt kaum ums Kalorienzählen herum. Doch statt mühsame Datenbanken zu durchforsten, kann man die Erkennung auch der KI überlassen."
"https://www.heise.de/ratgeber/Smart-Home-Zentrale-Wie-man-Homematic-auf-dem-Raspberry-Pi-4-installiert-10223284.html";"Smart-Home-Zentrale: Wie man Homematic auf dem Raspberry Pi 4 installiert | heise online";"Reicht die Performance für größere Smart-Home-Installationen mit dem Homematic-System nicht mehr aus, kann der Umstieg auf einen Raspberry Pi 4 die Lösung sein."
"https://www.heise.de/ratgeber/Notion-Wie-Sie-Templates-nutzen-bauen-und-verkaufen-10229684.html";"Notion: Wie Sie Templates nutzen, bauen und verkaufen | heise online";"Organisieren, planen – und Geld verdienen: Templates für Notion erleichtern nicht nur das Projektmanagement, Nutzer können ihre eigenen Vorlagen auch verkaufen."
"https://www.heise.de/tests/Fuenf-Programme-fuer-die-persoenliche-Dokumentenverwaltung-im-Vergleich-9566806.html";"Fünf Programme für die persönliche Dokumentenverwaltung im Vergleich | heise online";" Wir testen Programme, mit denen man als Privatmensch das Chaos aus digitalen Unterlagen und Papierkram in den Griff bekommt."
"https://www.heise.de/ratgeber/Mini-NAS-als-Cloud-Fotospeicher-Synology-BeeStation-im-Test-9978094.html";"Mini-NAS als Cloud-Fotospeicher: Synology BeeStation im Test | heise online";"Die Cloud als Fotoarchiv ist Ihnen zu unsicher, doch ein lokales NAS zu kompliziert? Die BeeStation will von beiden das Beste vereinen."
"https://www.heise.de/ratgeber/12-Tipps-Apple-Intelligence-in-Deutschland-aktivieren-und-nutzen-9989656.html";"14 Tipps: Apple Intelligence in Deutschland aktivieren und nutzen | heise online";"Apples KI-Paket ist da, vorerst nur auf Englisch. Für iPhone-Nutzer in der EU ist es zudem kompliziert. Schritt-für-Schritt-Tipps zu Aktivierung und Einsatz."
"https://www.heise.de/tests/Test-Dacia-Duster-Hybrid-Mehr-Show-weniger-Shine-9997728.html";"Test Dacia Duster Hybrid: Brachiale Optik, eigenwilliger Antrieb | heise autos";"Dacia hat den beliebten Duster überholt. Außer einer brachialen Optik kommt auch ein neuer Hybrid-Antrieb. Wir testen, wie gut er sich schlägt."
"https://www.heise.de/ratgeber/Kubernetes-Cluster-aus-vier-Raspberry-Pi-bauen-10031618.html";"Kubernetes-Cluster aus vier Raspberry Pi bauen | heise online";"Der Einstieg in Kubernetes scheint schwierig, aber es gibt Projekte als Starthilfe. Wir zeigen, wie man vier Raspis zu einem ausfallsicheren Cluster kombiniert."
"https://www.heise.de/tests/All-right-all-round-Test-Skoda-Octavia-Combi-2-0-TDI-DSG-10180292.html";" All right, all round: Test Skoda Octavia Combi 2.0 TDI DSG | heise autos";"Skodas Octavia Combi als TDI gehört zu den beliebtesten deutschen Allroundern. Der Hersteller hat die aktuelle Generation zur Perle aufpoliert."
"https://www.heise.de/hintergrund/Gehaltsreport-2024-Das-verdienen-IT-Fachkraefte-in-Deutschland-10190364.html";"Gehaltsreport 2024: Das verdienen IT-Fachkräfte in Deutschland | heise online";"Entwickler, SAP-Berater, Admin: Wie gut wird Ihr IT-Job bezahlt? Wir zeigen, wie hoch das Gehalt in der IT-Branche 2024 ausfällt."
"https://www.heise.de/ratgeber/Kaufberatung-So-waehlen-Sie-die-besten-Komponenten-fuer-Ihren-PC-10192587.html";"Kaufberatung: So wählen Sie die besten Komponenten für Ihren PC | heise online";"Unsere Kaufberatung hilft bei der Auswahl optimaler PC-Komponenten für Ihre Bedürfnisse. Neue Bauvorschläge geben Ihnen eine sinnvolle Vorauswahl an die Hand."
"https://www.heise.de/ratgeber/Bauvorschlag-Guenstiger-Gaming-PC-mit-Aufloesung-in-Full-HD-oder-WQHD-10193789.html";"Bauvorschlag: Günstiger Gaming-PC mit Auflösung in Full HD oder WQHD | heise online";"Die erste Variante kommt ab 635 Euro mit flüssigen Bildraten in Full-HD-Auflösung mit höchster Detailstufe, das Upgrade schafft zusätzlich Raytracing oder WQHD."
"https://www.heise.de/hintergrund/Programmieren-in-Go-Wie-man-Webservices-schreibt-10216093.html";"Programmieren in Go: Wie man Webservices schreibt | heise online";"Mit Go entstehen Backends für Webanwendungen. In der Sprache enthalten ist: ein kurzer Trip zu Endpunkten, Multiplexern, Servern, Goroutinen und Channels."
"https://www.heise.de/ratgeber/RAG-mit-deutschsprachigen-Embedding-Modellen-aufsetzen-10231709.html";"RAG mit deutschsprachigen Embedding-Modellen aufsetzen | heise online";"RAG soll Dokumente gezielt und mit geringer Fehlerrate durchsuchen. Schon bei der Wahl des Embedding-Modells lassen sich wichtige Weichen stellen."
"https://www.heise.de/tests/Nextcloud-Talk-als-Teams-Ersatz-vorgestellt-10242671.html";"Nextcloud Talk als Teams-Ersatz | heise online";"Nextcloud Talk tritt als "DSGVO-kompatible Lösung für Videotelefonie" auf und positioniert sich als selbst gehostete Alternative zu Microsoft Teams und Co. "
"https://www.heise.de/news/Trumps-neue-Erlasse-Freibrief-fuer-Tiktok-DOGE-verpufft-10249771.html";"Trumps neue Erlasse: Freibrief für Tiktok, DOGE verpufft | heise online";"100 neue Erlasse hat Trump zu seinem Amtsantritt angekündigt, gut 40 sind es geworden. Klagen folgen auf dem Fuß."
"https://www.heise.de/tests/Neun-Habit-Tracker-Apps-im-Test-10255128.html";"Neun Habit-Tracker-Apps im Test | heise online";"Spezielle Tracking-Apps können dabei helfen, dass aus Vorsätzen und Absichten nach und nach feste Gewohnheiten werden. Wir haben neun davon ausprobiert."
"https://www.heise.de/tests/Sechs-FIDO2-Schluessel-mit-Fingerabdrucksicherung-im-Vergleich-9300906.html";"Sechs FIDO2-Schlüssel mit Fingerabdrucksicherung im Vergleich | heise online";"Hardwaretoken zur Benutzerauthentifizierung lassen sich durch Fingerabdruckerkennung sichern. Wir haben einige FIDO2-kompatible Exemplare getestet."
"https://www.heise.de/ratgeber/Papierloses-Buero-Wie-man-mit-paperless-ngx-die-Dokumentenverwaltung-optimiert-9672632.html";"Papierloses Büro: Wie man mit paperless-ngx die Dokumentenverwaltung optimiert | heise online";"Mit der Open-Source-Anwendung paperless-ngx auf einem Server, Raspi oder NAS sowie einem Einzugscanner gehört Dokumentenchaos der Vergangenheit an. "
"https://www.heise.de/hintergrund/Pornografische-VR-Spiele-Wie-interaktiv-sie-wirklich-sind-9861753.html";"Pornografische VR-Spiele im Test: Wie interaktiv sie wirklich sind | heise online";"Pornografische Spiele versprechen interaktiven Sex in der virtuellen Realität. Wir finden heraus, was sie wirklich können."
"https://www.heise.de/hintergrund/Bundes-Office-Suite-Was-openDesk-kann-10192603.html";"Bundes-Office-Suite: Was openDesk kann | heise online";"Um deutschen Behörden die digitale Souveränität – ohne Datenabfluss nach Amerika - zurückzugeben, finanziert die Bundesregierung seit 2022 das Projekt openDesk."
"https://www.heise.de/ratgeber/Jupyter-Alternative-Mit-Marimo-schnell-und-einfach-Python-Apps-erstellen-10195153.html";"Jupyter-Alternative: Mit Marimo schnell und einfach Python-Apps erstellen | heise online";"Mit der Jupyter-Alternative Marimo lassen sich interaktive Notebooks in einer modernen und flexiblen Umgebung erstellen. Wir zeigen, wie es funktioniert."
"https://www.heise.de/ratgeber/Acht-RSS-Reader-im-Vergleich-10222756.html";"Acht RSS-Reader im Vergleich | heise online";"Ein RSS-Reader stellt aus Nachrichtenquellen ein persönliches News-Portal zusammen und aktualisiert es laufend. Manche der Wissensroboter können noch viel mehr."
"https://www.heise.de/hintergrund/Zahlungsverkehr-Lastschrift-und-Lastschriftbetrug-10231735.html";"Lastschriftbetrug: Wie Sie sich schützen und dagegen wehren | heise online";"Per Lastschrift zahlt man einfach und direkt vom Girokonto. Doch das Zahlverfahren mögen auch Betrüger. Wir erklären, wie man sich als Verbraucher wehrt."
"https://www.heise.de/hintergrund/KI-Werkzeug-Codeeditor-Cursor-als-Alternative-zu-GitHub-Copilot-10233238.html";"KI-Werkzeug: Codeeditor Cursor als Alternative zu GitHub Copilot | heise online";"Neue Codeeditoren wie Cursor bringen frischen Wind in die KI-gestützte Softwareentwicklung. Wie schlagen sie sich gegen den Platzhirsch Copilot?"
"https://www.heise.de/ratgeber/Wie-Sie-E-Mails-sichern-archivieren-und-migrieren-10235405.html";"Wie Sie E-Mails sichern, archivieren und migrieren | heise online";"Der Posteingang im Mailprogramm ist ein wertvolles Archiv. Wir zeigen, wie Sie Kopien davon anlegen und es sicher zu einem anderen Mailprogramm transferieren. "
"https://www.heise.de/ratgeber/Wie-Raspis-das-Smart-Home-bereichern-10236011.html";"Wie Raspis das Smart Home bereichern | heise online";"Mit einem oder mehreren Raspis  setzen Sie coole Projekte um, die datenschutzfreundlich arbeiten, weitreichend konfigurierbar und auch noch kostengünstig sind."
"https://www.heise.de/ratgeber/8-Tipps-fuer-die-Apple-Watch-Vitalwerte-pruefen-und-Fitness-aufbauen-10245679.html";"8 Tipps für die Apple Watch: Vitalwerte prüfen und Fitness aufbauen | heise online";"Die Watch protokolliert Vitalwerte und kann bei Auffälligkeiten warnen. Ein neues Apple-Tool hilft, Fitness richtig aufzubauen. Worauf Sie achten müssen."
"https://www.heise.de/news/Microsoft-korrigiert-Fehler-in-Windows-11-24H2-und-startet-automatisches-Update-10248198.html";"Microsoft korrigiert Fehler in Windows 11 24H2 und startet automatisches Update | heise online";"Microsoft hat weitere Probleme des 24H2-Updates für Windows 11 ausgebessert. Zudem wurde das automatische Update nun aktiviert."
"https://www.heise.de/tests/Selbstbau-NAS-Aoostar-WTR-Pro-mit-Intel-oder-AMD-CPU-im-Test-10249080.html";"Selbstbau-NAS Aoostar WTR Pro mit Intel- oder AMD-CPU im Test | heise online";"Die beiden 4-Bay-NAS-Barebones von Aoostar richten sich an Heimnetz- oder Kleinfirmen-Admins und eignen sich zum Selbstinstallieren. Wir haben sie getestet."
"https://www.heise.de/tests/Aktuelle-integrierte-Grafikeinheiten-von-AMD-Apple-und-Intel-im-Vergleich-10250209.html";"Aktuelle integrierte Grafikeinheiten von AMD, Apple und Intel im Vergleich | heise online";"3D-Leistung und Videofähigkeiten von im Prozessor integrierten GPUs legten über die Jahre zu. Wir schauen uns den aktuellen Stand bei AMD, Apple und Intel an."
"https://www.heise.de/ratgeber/Linux-auf-der-Playstation-4-installieren-10250863.html";"Linux auf der Playstation 4 installieren | heise online";"Die PS4 passt optisch hervorragend auf den Fernsehtisch – und mit Linux kann sie sogar ein zweites Leben als schickes Mediacenter, Desktop oder Server erhalten."
"https://www.heise.de/ratgeber/Flexible-Cloud-Speicher-fuer-Backups-So-geht-das-mit-dem-Mac-10252358.html";"Flexible Cloud-Speicher für Backups: So geht das mit dem Mac | heise online";"Neben iCloud, Dropbox & Co. gibt es erstaunlich preiswerte Cloud-Speicher der Business-Klasse. Dazu braucht es nur ein wenig unabhängige Software."
"https://www.heise.de/ratgeber/Anleitung-fuer-einen-Eigenbau-Waermetauscher-fuer-das-Taupunkt-Lueftungssystem-7183776.html";"Anleitung für einen Eigenbau-Wärmetauscher für das Taupunkt-Lüftungssystem | heise online";"Abhilfe gegen das Auskühlen des Kellers durch Lüften schafft die Kombination aus Lüftungssystem und Wärmetauscher. Mit wenig Aufwand bauen Sie diesen selbst."
"https://www.heise.de/ratgeber/c-t-WIMage-Wie-Sie-die-Windows-Installation-auf-andere-Hardware-ziehen-9163098.html";"c’t-WIMage: Wie Sie die Windows-Installation auf andere Hardware ziehen | heise online";"Der Tausch des Datenträgers oder des kompletten PCs ist dank c'tWIMage möglich. Dabei muss man nicht auf die gewohnte Windows-Installation verzichten. "
"https://www.heise.de/tests/Sechs-autonome-Dokumentenscanner-fuers-Netzwerk-im-Test-9289234.html";"Sechs autonome Dokumentenscanner fürs Netzwerk im Test | heise online";"Den morgendlichen Stapel Briefe transferiert man schnell auf die Netzwerkablage mit einem autonomen Einzugscanner mit Netzwerkanschluss per Kabel oder Funk."
"https://www.heise.de/ratgeber/Notebook-Kaufberatung-Alles-was-Sie-2024-wissen-muessen-9634821.html";"Notebook-Kaufberatung: Alles, was Sie 2024 wissen müssen | heise online";"Welches Notebook passt zu Ihnen? Unser kompakter Leitfaden informiert Sie über das Wesentliche: Mindestanforderungen, Trends und Zukunftssicherheit."
"https://www.heise.de/tests/Fuenf-5G-Router-fuer-drahtloses-Gigabit-Internet-im-Vergleich-9975134.html";"Fünf 5G-Router für drahtloses Gigabit-Internet im Vergleich | heise online";"Moderne Mobilfunkrouter nehmen es locker mit DSL-Internet auf und konkurrieren sogar mit Glasfaser. Je nach Zielgruppe reicht die Leistung für Familien und WGs."
"https://www.heise.de/ratgeber/Fitnessuhren-und-Armbaender-ohne-Cloud-und-Hersteller-Apps-nutzen-9985727.html";"Fitnessuhren und -Armbänder ohne Cloud und Hersteller-Apps nutzen | heise online";"Die Open-Source-App Gadgetbridge ersetzt die Hersteller-Apps für Fitnesstracker. Das sorgt für mehr Datenschutz und bringt einige praktische Funktionen mit."
